Denominazione,Tipologia,Regione,Provincia,Comune,Esito,Data Aggiornamento,noindex,Link
Comune di Val di Zoldo,Comuni e loro Consorzi e Associazioni,Veneto,Belluno,Val di Zoldo,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/ValDiZoldo/ammTrasparente.html
Comune di Codevigo,Comuni e loro Consorzi e Associazioni,Veneto,Padova,Codevigo,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Codevigo/ammTrasparente.html
ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO GRANTORTO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Padova,Grantorto,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PDIC84300G/3/0/0/show
ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO LOREGGIA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Padova,Loreggia,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PDIC83900X/4
Comune di Mestrino,Comuni e loro Consorzi e Associazioni,Veneto,Padova,Mestrino,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Mestrino/ammTrasparente.html
ISTITUTO COMPRENSIVO - VI DI PADOVA 'BRUNO CIARI',Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Padova,Padova,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PDIC883002/3
Ordine degli Ingegneri della Provincia di Padova,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Veneto,Padova,Padova,positivo,17/03/2019 02:05:14,x,http://pd.ordineingegneri.it/category/amministrazione-trasparente/
ISTITUTO COMPRENSIVO - DI SAN MARTINO DI LUPARI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Padova,San Martino di Lupari,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PDIC838004/3
Comune di Sant'Angelo di Piove di Sacco,Comuni e loro Consorzi e Associazioni,Veneto,Padova,Sant'Angelo di Piove di Sacco,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Sangelo/ammTrasparente
Comune di Santa Giustina in Colle,Comuni e loro Consorzi e Associazioni,Veneto,Padova,Santa Giustina in Colle,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Giustina/ammTrasparente.html
Comune di Solesino,Comuni e loro Consorzi e Associazioni,Veneto,Padova,Solesino,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Solesino/ammTrasparente.html
Comune di Tombolo,Comuni e loro Consorzi e Associazioni,Veneto,Padova,Tombolo,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Tombolo/ammTrasparente.html
ISTITUTO COMPRENSIVO - DI TOMBOLO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Padova,Tombolo,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PDIC860009/3#new_tab
ISTITUTO COMPRENSIVO - DI TRIBANO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Padova,Tribano,positivo,17/03/2019 02:05:14,x,http://www.ictribano.gov.it/trasparenza/amministrazione-trasparente
ISTITUTO COMPRENSIVO - DI VILLAFRANCA PADOVANA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Padova,Villafranca Padovana,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/PDIC86400L/3
Conservatorio Statale di Musica Antonio Buzzolla di Adria,"Istituzioni per l'Alta Formazione Artistica, Musicale e Coreutica - AFAM",Veneto,Rovigo,Adria,positivo,17/03/2019 02:05:14,x,https://www.servizi2.isidata.net/AmministrazioneTrasparente/docindex/?CIP=ADCO
Comune di Rosolina,Comuni e loro Consorzi e Associazioni,Veneto,Rovigo,Rosolina,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Rosolina/ammTrasparente.html
Consiglio Provinciale Ordine Dei Consulenti del Lavoro di Rovigo,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Veneto,Rovigo,Rovigo,positivo,17/03/2019 02:05:14,x,http://www.cdlrovigo.it/category/amministrazione-trasparente/
LICEO SCIENTIFICO - LIC.SCIENTIFICO 'P.PALEOCAPA' - ROVIGO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Rovigo,Rovigo,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/ROPA01000P/3/0/0/show
Comune di Caerano di San Marco,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Caerano di San Marco,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Caerano/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC CASALE SUL SILE,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Treviso,Casale sul Sile,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TVIC82200L/8
Centro Residenziale per Anziani Sartor,Aziende Pubbliche di Servizi alla Persona,Veneto,Treviso,Castelfranco Veneto,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Carica/ammTrasparente.html
Comune di Chiarano,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Chiarano,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Chiarano/ammTrasparente.html
Comune di Cimadolmo,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Cimadolmo,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Cimadolmo/ammTrasparente.html
Comune di Cison di Valmarino,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Cison di Valmarino,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Cison/ammTrasparente.html
Casa di Riposo Francesco Fenzi,Aziende Pubbliche di Servizi alla Persona,Veneto,Treviso,Conegliano,positivo,17/03/2019 02:05:14,x,https://www.casafenzi.it/amministrazione-trasparente/
Comune di Cornuda,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Cornuda,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Cornuda/ammTrasparente.html
Comune di Follina,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Follina,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Follina/ammTrasparente.html
Comune di Fontanelle,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Fontanelle,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Fontanelle/ammTrasparente.html
Comune di Gaiarine,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Gaiarine,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Gaiarine/ammTrasparente.html
Comune di Loria,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Loria,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Loria/ammTrasparente.html
Comune di Mareno di Piave,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Mareno di Piave,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Mareno/ammTrasparente.html
Comune di Maser,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Maser,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Maser/ammTrasparente.html
Comune di Meduna di Livenza,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Meduna di Livenza,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Meduna/ammTrasparente.html
Comune di Miane,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Miane,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Miane/ammTrasparente.html
Casa di Riposo Tomitano Boccassin,Aziende Pubbliche di Servizi alla Persona,Veneto,Treviso,Motta di Livenza,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/CDRMotta/ammTrasparente.html
Comune di Ormelle,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Ormelle,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Ormelle/ammTrasparente.html
Comune di Orsago,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Orsago,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Orsago/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC PONZANO VENETO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Treviso,Ponzano Veneto,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TVIC833003/8#new_tab
Comune di Povegliano,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Povegliano,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Povegliano/ammTrasparente.html
Comune di Resana,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Resana,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Resana/ammTrasparente.html
Comune di Revine Lago,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Revine Lago,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/RevineLago/ammTrasparente
Comune di San Vendemiano,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,San Vendemiano,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/SanVendemiano/ammTrasparente.html
Comune di Santa Lucia di Piave,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Santa Lucia di Piave,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/SantaLucia/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC SERNAGLIA DELLA BATTAGLIA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Treviso,Sernaglia della Battaglia,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TVIC841002/7#new_tab
Comune di Silea,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Silea,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Silea/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC SPRESIANO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Treviso,Spresiano,positivo,17/03/2019 02:05:14,x,http://www.icspresiano.gov.it/amministrazione-trasparente/
Comune di Tarzo,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Tarzo,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Tarzo/ammTrasparente.html
Ordine Dei Dottori Commercialisti e Degli Esperti Contabili di Treviso,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Veneto,Treviso,Treviso,positivo,17/03/2019 02:05:14,x,http://www.ordcomm.it/amministrazione-trasparente/
Comune di Vazzola,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Vazzola,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Vazzola/ammTrasparente.html
ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE - IPSSAR ALBERINI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Treviso,Villorba,positivo,17/03/2019 02:05:14,x,http://www.istitutoalberini.edu.it/albopretorio/?page_id=25
Comune di Vittorio Veneto,Comuni e loro Consorzi e Associazioni,Veneto,Treviso,Vittorio Veneto,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Vittorio/ammTrasparente
Ipab Istituto Cesana Malanotti,Aziende Pubbliche di Servizi alla Persona,Veneto,Treviso,Vittorio Veneto,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/CesanaMalanotti/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC ZERO BRANCO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Treviso,Zero Branco,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/TVIC83500P/7/0/0/show
ISTITUTO COMPRENSIVO - IPPOLITO NIEVO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Venezia,Cinto Caomaggiore,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VEIC825004/6#new_tab
Comune di Fosso',Comuni e loro Consorzi e Associazioni,Veneto,Venezia,Fosso`,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Fosso/ammTrasparente.html
Collegio Interprovinciale Ostetriche Bl Pd Ro Tv Ve Vi,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Veneto,Venezia,Venezia,positivo,17/03/2019 02:05:14,x,http://www.ostetricheinterve.it/amministrazione-trasparente/
Comune di Bussolengo,Comuni e loro Consorzi e Associazioni,Veneto,Verona,Bussolengo,positivo,17/03/2019 02:05:14,x,http://old.comune.bussolengo.vr.it/Bussolengo/FrontCMS.nsf/vwigcatw?OpenView&area=TRASPARENZA&From=Il%20Comune&From=Il%20Comune&blocco=Amministrazione%20trasparente&label=Trasparenza
Comune di Ferrara di Monte Baldo,Comuni e loro Consorzi e Associazioni,Veneto,Verona,Ferrara di Monte Baldo,positivo,17/03/2019 02:05:14,x,http://www.comune.ferraradimontebaldo.vr.it/c023034/mc/mc_p_ricerca.php
Comune di Fumane,Comuni e loro Consorzi e Associazioni,Veneto,Verona,Fumane,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Fumane/ammTrasparente.html
Ordine dei Periti Industriali e dei Periti Industriali Laureati della Provincia di Verona,"Federazioni Nazionali, Ordini, Collegi e Consigli Professionali",Veneto,Verona,San Giovanni Lupatoto,positivo,17/03/2019 02:05:14,x,http://www.peritiverona.com/collegio/collegio-int/amministrazione-trasparente
Comune di Sant'Ambrogio di Valpolicella,Comuni e loro Consorzi e Associazioni,Veneto,Verona,Sant'Ambrogio di Valpolicella,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/SantAmbrogio/ammTrasparente.html
Comune di Sommacampagna,Comuni e loro Consorzi e Associazioni,Veneto,Verona,Sommacampagna,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Somma/ammTrasparente.html
ISTITUTO TECNICO COMMERCIALE - LUIGI EINAUDI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Verona,Verona,positivo,17/03/2019 02:05:14,x,http://www.einaudivr.it/n/amministrazione-trasparente/
Societa Locale di Riscossione Spa,Gestori di Pubblici Servizi,Veneto,Verona,Verona,positivo,17/03/2019 02:05:14,x,https://www.solori.it/amministrazione-trasparente.html
Comune di Barbarano Mossano,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Barbarano Mossano,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/BarbaranoMossano/ammTrasparente.html
ISTITUTO COMPRENSIVO - IC BARBARANO VICENTINO,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Vicenza,Barbarano Mossano,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VIIC87300R/4
ISTITUTO COMPRENSIVO - IC 2 BASSANO DEL GRAPPA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Vicenza,Bassano del Grappa,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VIIC88200G/6/0/0/show
Comune di Cartigliano,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Cartigliano,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Cartigliano/ammTrasparente.html
Comune di Cassola,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Cassola,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Cassola/ammTrasparente.html
Comune di Colceresa,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Colceresa,positivo,17/03/2019 02:05:14,x,http://colceresa.documentale.insielmercato.it/traspa/trasparenzaonline/avviotrasparenza.jsf
ISTITUTO COMPRENSIVO - IC COSTABISSARA 'UNGARETTI',Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Vicenza,Costabissara,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VIIC81600L/4#new_tab
ISTITUTO COMPRENSIVO - IC 'G.TOALDO' - MONTEGALDA,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Vicenza,Montegalda,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VIIC826007/6
Comune di Monteviale,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Monteviale,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Monteviale/ammTrasparente.html
Comune di Schiavon,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Schiavon,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Schiavon/ammTrasparente.html
Istituto Tecnico Commerciale e per Geometri L. E V. Pasini,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Vicenza,Schio,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VITD030008/4/0/0/show
Comune di Tezze sul Brenta,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Tezze sul Brenta,positivo,17/03/2019 02:05:14,x,http://www.comuneweb.it/egov/Tezze/ammTrasparente
Conservatorio di Musica Arrigo Pedrollo di Vicenza,"Istituzioni per l'Alta Formazione Artistica, Musicale e Coreutica - AFAM",Veneto,Vicenza,Vicenza,positivo,17/03/2019 02:05:14,x,https://www.servizi2.isidata.net/AmministrazioneTrasparente/docindex/?CIP=VICO
ISTITUTO COMPRENSIVO - IC VICENZA 2 - VIA PIOVENE,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Vicenza,Vicenza,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VIIC872001/3
ISTITUTO COMPRENSIVO - IC VICENZA 8 - VIA PRATI,Istituti di Istruzione Statale di Ogni Ordine e Grado,Veneto,Vicenza,Vicenza,positivo,17/03/2019 02:05:14,x,https://nuvola.madisoft.it/bacheca-digitale/bacheca/VIIC86600N/4/0/0/show
Comune di Villaga,Comuni e loro Consorzi e Associazioni,Veneto,Vicenza,Villaga,positivo,17/03/2019 02:05:14,x,https://www.comuneweb.it/egov/Villaga/ammTrasparente.html
